user_id,success,reward
149,True,1541.4869722451408
147,True,1479.8264548161142
146,True,1418.1654719879357
145,True,1356.5053120468708
144,True,2303.5350306108307
143,True,1294.8451694181144
142,True,1233.1815558421283
141,True,2103.3231447246067
148,True,2105.8050867594566
140,True,1949.8268984893461
118,True,1996.704424087937
117,True,1171.495602851805
116,True,1812.5986685118617
115,True,1773.732366906605
114,True,1716.7142284816607
113,True,841.9899222519498
112,True,1501.6042903067473
119,True,663.237298666441
111,True,1391.5770033123476
110,True,593.1494093302379
165,True,1095.752032375617
169,True,1060.4688175285423
168,True,1003.1633190857087
167,True,942.4542375633926
160,True,897.0058350984862
166,True,830.6766769237875
164,True,848.9683086134203
163,True,800.9309256579544
162,True,720.8078461696966
161,True,761.8066562881842
20,True,651.4325434698238
28,True,641.0991712464248
29,True,532.3703460239178
21,True,507.3137039745728
22,True,460.40684288001444
23,True,557.6291905640272
24,True,490.2261275735244
26,True,455.49700872158513
27,True,357.450068049597
25,True,369.4923827511893
298,True,875.1676532980821
291,True,819.5607423174715
292,True,341.0134169095484
293,True,953.3323839808241
294,True,888.1716552542207
295,True,927.9738858135801
296,True,319.7711287910222
297,True,759.8999535166816
290,True,726.8969338066078
299,True,688.0672900471515
218,True,762.3676361795717
210,True,698.6266723913925
211,True,613.7467560443625
212,True,627.9291556826834
213,True,855.0869696103455
214,True,568.7779089442794
215,True,800.5193110104533
216,True,750.1715863658403
217,True,539.5887960483726
219,True,504.42569697983583
40,True,1123.0683344495687
41,True,1191.7328562999546
42,True,1052.9824422852532
43,True,750.1321483880323
152,True,1083.8201623922655
45,True,881.584316420185
46,True,824.9734723203151
150,True,750.6598246913185
44,True,598.5976396653709
151,True,695.2979784451265
48,True,579.8510052522042
153,True,467.18697035441556
49,True,601.5444176035885
159,True,430.55350064706323
158,True,504.345803476184
157,True,286.7003651235691
156,True,322.9979154970237
155,True,221.70925274443942
154,True,704.3789442377151
47,False,0.0
239,False,0.0
237,False,0.0
236,False,0.0
235,False,0.0
234,False,0.0
233,False,0.0
232,False,0.0
231,False,0.0
238,False,0.0
230,False,0.0
50,True,1367.7737536060406
56,True,724.9080807387311
57,True,1230.3724132030657
55,True,1175.1005513377695
54,True,604.2534912690622
53,True,1104.6944052798883
52,True,517.8273199820626
51,True,466.34321787612004
58,True,403.8741651217405
59,True,814.7088504195033
86,True,851.3578821213159
85,True,729.9060842250028
84,True,780.4632129233679
83,True,620.3991659591284
82,True,591.5730375545719
89,True,562.3610456031643
81,True,641.0187517003635
87,True,607.4267992278451
88,True,579.0804183050601
80,True,537.4525171525474
208,True,498.72772046146747
200,True,659.7914488806639
201,True,439.0557432056739
202,True,435.87804653839004
203,True,404.0949596177863
204,True,394.3519811003832
205,True,416.0506091509259
206,True,581.6366958547095
207,True,368.498990492375
269,True,500.39539230891563
268,True,336.5196753351069
209,True,468.6915433801763
267,True,438.2696402624657
266,True,406.90464483467167
265,True,319.412848224991
264,True,281.57255311975626
263,True,386.2874477007732
262,True,252.48459051917968
261,True,250.4539524918474
260,True,264.6203194671737
136,True,636.1026042956153
139,True,225.58774623200998
138,True,772.5731671856068
137,True,713.4412626275926
135,True,669.965602071842
132,True,194.08483996619984
133,True,460.56545351081587
131,True,601.0486198582248
130,True,433.5087993457734
134,True,396.2415783008646
17,True,865.2066552084151
15,True,351.192561557321
16,True,817.6129763180514
14,True,248.83531785930802
78,True,697.0889315438005
12,True,597.8577665774378
11,True,561.9740585697187
10,True,576.4575845102152
18,True,154.6004695636159
79,True,139.49604139189572
70,True,450.0714308341444
13,True,535.4373744959481
71,True,493.49883767234223
72,True,501.8477582941854
73,True,466.93334378571353
74,True,472.40813531748813
19,True,446.78220932024556
76,True,381.60320029188944
77,True,357.3980898686277
75,True,438.44149187516433
241,True,1016.277487672151
249,True,967.3817507403412
242,True,438.8006849594776
243,True,408.05764085559457
244,True,349.94518158741687
245,True,920.5919897592003
240,True,442.92983955216926
246,True,295.88456328237135
247,True,269.7626081133911
248,True,254.01010835893368
192,True,1138.8667677974152
191,True,923.5957569437587
193,True,882.8887159279392
194,True,857.6640830381278
195,True,832.3728789030924
196,True,997.5553555868039
197,True,794.9567272232085
190,True,766.1932898315436
220,True,377.95022405208556
224,True,585.9508790415865
222,True,309.0370484099642
39,True,515.6968241226014
30,True,666.5550361181153
31,True,260.736807768904
32,True,485.15479275089797
33,True,246.19068408073406
34,True,189.25462220610916
35,True,570.9558379215263
36,True,499.9962770958243
37,True,486.21663093817926
229,True,171.50339328238542
228,True,446.5621451873865
227,True,153.5046181391923
226,True,414.410245988973
225,True,405.59155221120153
38,True,143.2568039228787
198,True,361.617906545757
223,True,132.88839385918794
221,True,119.54521539534122
199,True,344.03253094899117
69,True,362.20833818327196
62,True,304.8799331942448
63,True,644.0739699878578
64,True,312.3611492204075
65,True,271.9560196761816
66,True,277.97391177603373
67,True,494.0276860751951
68,True,251.43621332392047
61,True,272.11104651990536
60,True,464.7583925461229
174,True,627.1185448352713
177,True,219.92465832174625
170,True,604.4348094190908
171,True,198.16501922828778
172,True,583.4080206067562
173,True,183.7759312556664
179,True,542.9904821548969
178,True,529.7634736767199
175,True,515.0141482467708
176,True,497.0156562414464
121,True,213.21511976185647
120,True,202.70156984566339
279,True,502.9353271040819
278,True,172.18997596642453
0,True,478.3029505070583
277,True,462.6919835347087
276,True,158.4950121066904
275,True,416.699876292432
274,True,486.3308949218349
273,True,456.23006328233544
272,True,397.9030154498565
271,True,123.19087726655547
270,True,441.41216167533383
122,True,410.53806412538415
123,True,335.93523559645774
127,True,304.0291513117103
125,True,260.0647178137516
1,True,251.5727965420735
2,True,340.3932222962964
3,True,267.438475103675
4,True,246.69303380274914
5,True,239.4386976646313
124,True,223.8747771692461
6,True,226.30842278390475
8,True,219.29233218889573
9,True,307.2087040784274
129,True,207.9285674633412
128,True,290.2916749092252
126,True,277.3741921280879
7,True,195.98383749565733
257,True,362.23521667241425
259,True,251.10175327906416
258,True,233.11314335864495
256,True,214.3844605518564
255,True,302.6815181859862
253,True,205.42563663930088
252,True,409.58953140916924
251,True,240.26663152578715
250,True,348.52404150770053
254,True,328.6531895263408
189,True,665.0805398695838
281,True,255.84496068506843
282,True,626.6494503742426
283,True,591.4765821171093
284,True,152.9737147868597
285,True,547.6776922058921
286,True,521.0406309334946
287,True,488.8943669239835
288,True,216.93841659368098
181,True,400.006352737607
180,True,487.0764520477708
182,True,172.3614620998741
