user_id,time,sat,channel,data_rate
123,0,STARLINK-31858,0,256.5950597279211
123,1,STARLINK-2575,1,229.34284927074907
123,2,STARLINK-2575,1,137.84449518278396
123,3,STARLINK-2575,1,221.84860563872192
123,4,STARLINK-5086,1,242.40721086031164
123,5,STARLINK-5086,1,196.49561827721098
123,6,STARLINK-5086,1,152.10793152699145
123,7,STARLINK-4158,3,253.6270181154059
123,8,STARLINK-4158,3,227.64986938518734
123,9,STARLINK-4158,3,159.13918305240844
123,10,STARLINK-34160,0,179.2182634904105
123,11,STARLINK-34160,0,156.20525389389223
123,12,STARLINK-34160,0,136.1140463466329
42,1,STARLINK-2575,2,229.34284927074907
42,2,STARLINK-33875,2,162.67976781288516
42,3,STARLINK-33875,2,54.312402576874284
42,4,STARLINK-33875,2,52.57337680317605
42,5,STARLINK-31353,8,218.34652028905597
42,6,STARLINK-31353,8,70.7230192383405
42,7,STARLINK-31353,8,115.88606227308641
42,8,STARLINK-33918,10,178.50665666277243
42,9,STARLINK-33918,10,117.59010149865664
42,10,STARLINK-33918,10,133.38799190134003
42,11,STARLINK-34160,6,156.20554618628245
44,1,STARLINK-2575,5,229.34284927074907
44,2,STARLINK-33875,4,162.67976781288516
44,3,STARLINK-33875,4,154.92595024112214
44,4,STARLINK-33875,4,134.27904204449715
44,5,STARLINK-31353,9,218.34652028905597
44,6,STARLINK-31353,9,70.7230192383405
44,7,STARLINK-31353,9,115.88606227308641
44,8,STARLINK-33918,13,178.50665666277243
44,9,STARLINK-33918,13,117.59479999031954
44,10,STARLINK-33918,13,133.38651664031278
44,11,STARLINK-34160,7,156.20554618628245
44,12,STARLINK-34160,7,136.1140463466329
45,1,STARLINK-2575,7,229.34284927074907
45,2,STARLINK-5086,7,149.7741185679887
45,3,STARLINK-5086,7,84.8711760535062
45,4,STARLINK-5086,7,83.66547952664024
45,5,STARLINK-4158,10,230.77470387724748
45,6,STARLINK-4158,10,200.47424891459303
45,7,STARLINK-4158,10,145.7360043112999
45,8,STARLINK-34165,14,154.61990877027114
45,9,STARLINK-34165,14,117.16195305550916
45,10,STARLINK-34165,14,104.13570829717838
45,11,STARLINK-34165,8,131.05845646596333
46,1,STARLINK-2575,9,229.34284927074907
46,2,STARLINK-33875,10,162.67976781288516
46,3,STARLINK-33875,10,154.92226534802322
46,4,STARLINK-33875,10,134.2801584615557
46,5,STARLINK-31353,14,218.34652028905597
46,6,STARLINK-31353,14,27.411362719737763
46,7,STARLINK-31353,14,32.390593451709606
46,8,STARLINK-33918,18,178.50665666277243
46,9,STARLINK-33918,18,117.59479999031954
46,10,STARLINK-33918,18,133.38799190134003
46,11,STARLINK-34160,11,156.20554618628245
46,12,STARLINK-34160,11,136.1140463466329
47,1,STARLINK-2575,10,229.34284927074907
47,2,STARLINK-6186,13,142.19175172346954
47,3,STARLINK-6186,13,75.922034088522
47,4,STARLINK-6186,13,199.06476996951844
47,5,STARLINK-4158,15,230.77470387724748
47,6,STARLINK-4158,15,245.26433732702935
47,7,STARLINK-4158,15,253.62671318185744
47,8,STARLINK-33918,20,178.50665666277243
47,9,STARLINK-33918,20,117.59479999031954
47,10,STARLINK-33918,20,133.38252229492574
47,11,STARLINK-34160,12,156.20554618628245
47,12,STARLINK-34160,12,136.10848563079165
43,1,STARLINK-5163,12,170.70104048523052
43,2,STARLINK-5086,15,149.7741185679887
43,3,STARLINK-5086,15,84.87257913073304
43,4,STARLINK-5086,15,242.40418397817592
43,5,STARLINK-31353,17,218.34652028905597
43,6,STARLINK-31353,17,28.75339907983902
43,7,STARLINK-31353,17,28.856154630520734
43,8,STARLINK-34165,22,154.61990877027114
43,9,STARLINK-34165,22,34.28620969088279
43,10,STARLINK-34165,22,31.172319389732884
43,11,STARLINK-34160,13,156.20554618628245
43,12,STARLINK-34160,13,136.11318871516588
43,13,STARLINK-34160,13,115.21365792593458
31,2,STARLINK-31858,18,269.9368814488134
31,3,STARLINK-31910,3,178.7601101302787
31,4,STARLINK-31910,3,154.52224392381228
31,5,STARLINK-31910,3,31.03644252257721
31,6,STARLINK-34163,5,215.8363270571883
31,7,STARLINK-34163,5,220.06663698522055
31,8,STARLINK-34163,5,101.30520969289732
31,9,STARLINK-34160,1,187.7518412892336
31,10,STARLINK-34160,1,179.2182634904105
31,11,STARLINK-34160,1,156.20067562186856
31,12,STARLINK-31678,1,278.9044845508116
31,13,STARLINK-31678,1,144.63434954856646
35,2,STARLINK-31858,20,269.9368814488134
35,3,STARLINK-31910,8,178.7601101302787
35,4,STARLINK-31910,8,154.52104590852755
35,5,STARLINK-31910,8,39.24548436943822
35,6,STARLINK-34163,19,215.8363270571883
35,7,STARLINK-34163,19,220.06663698522055
35,8,STARLINK-34163,19,101.30375643279085
35,9,STARLINK-34160,19,187.7518412892336
35,10,STARLINK-34160,19,179.2182634904105
35,11,STARLINK-34160,19,156.20554618628245
35,12,STARLINK-31678,3,278.9044845508116
35,13,STARLINK-31678,3,144.63434954856646
30,2,STARLINK-31858,22,269.9368814488134
30,3,STARLINK-31910,16,178.7601101302787
30,4,STARLINK-31910,16,154.49534859011493
30,5,STARLINK-31910,16,35.798161811866535
30,6,STARLINK-34163,21,215.81161310026107
30,7,STARLINK-34163,21,220.06663698522055
30,8,STARLINK-34163,21,101.29105073762162
30,9,STARLINK-34160,23,187.7518412892336
30,10,STARLINK-34160,23,179.2182634904105
30,11,STARLINK-34160,23,156.19923782186615
30,12,STARLINK-32190,9,82.0934025760746
30,13,STARLINK-32190,9,110.56498886921486
30,14,STARLINK-32190,9,179.67593968068607
32,2,STARLINK-31858,23,269.9368814488134
32,3,STARLINK-31910,23,178.7601101302787
32,4,STARLINK-31910,23,154.52224392381228
32,5,STARLINK-31910,23,150.5204772106278
32,6,STARLINK-4158,23,245.19960467874193
32,7,STARLINK-4158,23,253.6270181154059
32,8,STARLINK-4158,23,227.64999896762046
32,9,STARLINK-34160,9,187.75055161636857
32,10,STARLINK-34160,9,179.1745359323294
32,11,STARLINK-34160,9,156.20386984498458
32,12,STARLINK-32190,10,82.0934025760746
32,13,STARLINK-32190,10,110.56830245185355
32,14,STARLINK-32190,10,179.67310579633525
33,2,STARLINK-31858,24,269.9368814488134
33,3,STARLINK-31910,24,178.7601101302787
33,4,STARLINK-31910,24,154.52224392381228
