user_id,reward,success
82,2620.4581204991828,True
84,2419.87690238128,True
80,2527.3640225175723,True
81,2491.993819137765,True
83,2595.015625961689,True
85,2948.681885733172,True
86,2644.4709340060344,True
88,2345.780179789884,True
89,2512.127837065469,True
87,1929.9672670559198,True
66,2204.3566425604677,True
65,1593.5304139073742,True
69,1756.4733343912758,True
67,1711.8971857769834,True
68,1224.1759772494338,True
71,2535.35703464069,True
72,1411.0300170428482,True
70,1356.2633568980982,True
73,1343.7925459330047,True
74,1983.1086136893628,True
45,1624.9284771135985,True
46,1063.171524577928,True
47,1324.266317954497,True
48,1040.72825791771,True
49,1550.7011867915642,True
30,2082.551512674565,True
31,1591.8959915055736,True
32,1578.4070075484601,True
33,1660.3947142271863,True
34,1488.1876486094923,True
63,1806.7337229144498,True
61,1443.337598192473,True
64,1452.7710958762484,True
60,1430.514910969715,True
62,1225.685545871425,True
75,2055.669396392545,True
76,1447.4977952367788,True
79,1206.019005597047,True
78,1370.549559719161,True
77,1370.2602388475532,True
37,1787.9659286595922,True
38,1688.8021634827778,True
39,1298.8459635980798,True
35,1076.6012607646198,True
36,988.0222497819284,True
58,1073.0597046085775,True
59,1489.2414339583372,True
55,1191.744379889725,True
57,1425.4472709655981,True
56,1403.3825031021777,True
94,1704.0868358096457,True
93,1262.584310567976,True
92,940.146913927188,True
90,1266.460205055789,True
91,870.026682446766,True
96,1598.965178002309,True
95,1086.1245489497146,True
97,1048.0936854652214,True
99,1261.765434350132,True
98,937.6633895982268,True
19,1059.7949438949126,True
17,1198.9565198071255,True
18,1167.1487337642425,True
15,1460.36213514957,True
16,1262.8480766593027,True
29,1940.9968570001831,True
28,2143.6853113417615,True
27,2107.723148826067,True
26,2104.4058960967695,True
25,1223.07129077634,True
14,1904.1213737024864,True
12,1728.113921124465,True
11,1703.43823491514,True
10,1923.3796471561216,True
13,1420.7214596387473,True
54,1851.0346282108135,True
53,1547.75589603872,True
52,1642.8803028422321,True
51,1333.571462790068,True
50,1187.4002858952667,True
40,1557.6942315425883,True
41,1441.1678329608808,True
42,1431.4301806838673,True
43,1202.233994946614,True
44,1122.8147694732615,True
22,2177.0481023747247,True
21,1789.6179112424459,True
23,1590.6549882714885,True
20,1887.492798728377,True
24,1855.308092213429,True
9,1285.7010009249052,True
8,999.4748022096114,True
7,1122.280180175605,True
6,831.4591027601801,True
5,918.7921773429485,True
4,1786.9871863258625,True
3,1653.606288368296,True
2,1365.510279253715,True
1,1491.7178704515454,True
0,1385.1130922400152,True
