id,blocked,t_start,t_end,prefix,trial,mode,timestamp
BG0,False,7,8,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG1,False,15,19,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG2,False,5,15,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG3,False,32,33,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG4,False,34,38,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG5,False,37,39,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG6,False,27,33,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG7,False,21,23,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG8,False,24,26,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG9,False,38,40,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG10,False,29,38,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG11,False,36,38,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG12,False,2,6,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG13,False,6,13,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG14,False,10,16,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG15,False,10,19,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG16,False,35,37,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG17,False,20,21,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG18,False,2,8,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG19,False,36,39,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG20,False,31,38,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG21,False,16,19,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG22,False,35,40,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG23,False,8,17,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG24,False,27,37,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG25,False,35,36,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG26,False,7,16,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG27,False,27,30,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG28,False,16,25,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG29,False,19,28,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG30,False,34,39,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG31,False,7,13,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG32,False,3,7,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG33,False,31,33,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG34,False,8,16,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
BG35,False,34,40,ga_W3_alpha0.5,0,stick_until_invisible,2025-09-05T14:53:57
