user_id,success,reward
82,True,1764.8051010506742
84,True,1617.4081071452924
80,True,1729.50629073831
81,True,1711.8567274247853
83,True,2453.648875530048
85,True,2404.0384382170414
86,True,2268.724823114239
88,True,1479.819105941354
89,True,2245.160643453099
87,True,1464.390233551123
66,True,2166.8222162535385
65,True,1940.7984658247794
69,True,2052.9394453806162
67,True,2031.6643042392454
68,True,1816.5578647865732
71,True,1498.832725234968
72,True,1796.9473643444587
70,True,1777.8063684845965
73,True,1631.8189053128197
74,True,1410.839378885688
45,True,1511.8029053114883
46,True,1388.5619253545854
47,True,1292.7295842630197
48,True,1337.4219047876281
49,True,1232.1710567885486
30,True,1901.506929667462
31,True,1579.883560468061
32,True,1527.0866892184365
33,True,1631.654730312758
34,True,1532.9648404748093
63,True,1794.94769261894
61,True,1563.770006353906
64,True,1744.8164832366947
60,True,1509.0998098852608
62,True,1490.8880762117537
75,True,1493.1057285794075
76,True,1501.1693395054565
79,True,1235.5490507404977
78,True,1379.1769810845478
77,True,1322.5075021091375
37,True,1510.7430440282228
38,True,1322.9824877080682
39,True,1113.86457401991
35,True,900.9541506053306
36,True,852.6374114736476
58,True,802.0366098994631
59,True,1577.9367108675876
55,True,1301.409921457476
57,True,1497.7941887350632
56,True,1445.1487536255993
94,True,1425.511804246512
93,True,1468.7204849413451
92,True,1237.3316954602567
90,True,1401.1169636980012
91,True,1214.323710864427
96,True,1289.0561684326544
95,True,789.2245013379518
97,True,780.5181020562756
99,True,1227.367210726641
98,True,763.8382982715203
19,True,1113.7783263121485
17,True,1144.6728012085782
18,True,1131.746911694135
15,True,1615.9408205790692
16,True,1554.5817172949212
29,True,1723.5963825605527
28,True,1778.1626947359455
27,True,1683.3669186133905
26,True,1767.500805036157
25,True,1420.5738294194734
14,True,1469.5901601933397
12,True,1448.2120048190661
11,True,1348.484436968165
10,True,1796.8993393460191
13,True,1253.4548107437217
54,True,1763.9061490344911
53,True,1624.1141836196953
52,True,1490.6846917824605
51,True,1361.8797366776294
50,True,1318.1879251005068
40,True,926.7549376201575
41,True,887.3445888651664
42,True,1379.4114656901825
43,True,820.5941646474422
44,True,806.9252428896548
22,True,1597.9487515750682
21,True,1436.5582889270436
23,True,1407.4664758714687
20,True,1486.6512824249696
24,True,1470.5952509078118
9,True,1367.7308619325074
8,True,1240.585357710625
7,True,1322.651363027811
6,True,1195.6755216595511
5,True,1286.297906283021
4,True,1426.9089067102334
3,True,1332.3883759920395
2,True,906.2175099449339
1,True,1250.457945365622
0,True,1205.1860516001068
