alpha,dp,ga,greedy,hungarian,mslb
0.0,110.05380456837506,98.63580648575146,93.62091429203994,101.74880690992354,104.03186640170183
0.25,109.30033137655744,93.90629811083711,101.2783099346106,102.98297713269112,103.4651340798093
0.5,108.10619582665744,94.0795188512318,91.46793412186376,102.1249082648049,97.61862641571514
0.75,106.84893896788569,91.86669849780964,91.37857622931544,100.63503376126872,95.46921941976083
1.0,105.54436518468717,93.4849653215079,89.57420810096566,99.87234860418812,93.0843208929909
