user_id,reward,success
80,2315.253167248342,True
81,2377.7059521039314,True
88,1905.544676649685,True
87,1984.5643053998933,True
86,2074.005247889915,True
89,1835.563729686265,True
84,1601.1228933207367,True
83,1569.900803883234,True
82,1510.3946831574012,True
85,1480.6957797365526,True
46,2087.4398199113652,True
40,1816.563616646844,True
41,1682.772492421023,True
42,1281.091750440333,True
43,1602.9570176326495,True
44,1535.4050183141799,True
45,1430.2329914670963,True
47,872.109756245927,True
48,973.4868592324798,True
49,591.4245385309894,True
112,640.5124108223288,True
113,600.3959352621795,True
114,551.9783409774003,True
115,883.8376728312576,True
116,840.0626808644043,True
117,371.2380467640117,True
118,548.971957321542,True
111,488.3355345946517,True
119,652.279306542992,True
110,455.9542698374245,True
91,640.2067552041597,True
92,591.940548519643,True
93,265.92181036362183,True
94,506.93098990986164,True
95,724.5646816653139,True
96,708.1295142095137,True
97,443.58268288024,True
90,202.01523994644373,True
98,655.0252026152668,True
99,629.1892898426805,True
137,1283.8143137443108,True
135,1019.8769879536363,True
134,1142.2757666947853,True
133,900.7014896734056,True
138,1010.2087736457012,True
132,939.178412915498,True
131,515.3705688588157,True
130,567.78218826113,True
136,418.8349890870204,True
139,369.2650924553137,True
58,744.9471080077896,True
57,305.73520904564083,True
56,520.8260300841739,True
55,349.7150358080074,True
59,335.1859096208093,True
53,398.9196072198226,True
52,299.5908218102767,True
51,329.23808207732463,True
50,236.7929980403383,True
54,150.2325442938003,True
19,598.0056300348418,True
10,530.9612097064869,True
11,962.9955334405898,True
12,425.5296478756544,True
18,325.7654834262674,True
14,517.94964567339,True
15,705.4772662683852,True
16,442.56685799502884,True
17,646.5036840579246,True
13,196.05852315100668,True
128,702.8066790453905,True
129,866.061813821523,True
127,315.8488476300016,True
126,804.7322133264518,True
125,551.9474239843297,True
124,702.9521494424896,True
123,208.59776230301267,True
122,466.34051527460724,True
121,350.73123474252475,True
120,164.72934668579873,True
74,934.0492895438836,True
78,313.33093009376296,True
77,560.5376460793575,True
76,783.7581040193108,True
75,498.73464417289733,True
73,711.5143092563595,True
72,224.27428460447152,True
71,192.423372835697,True
70,404.12277733727103,True
79,594.2056349308504,True
29,594.975275367857,True
28,690.477556211224,True
27,542.8268698846357,True
26,285.0371541144757,True
23,495.49850659110496,True
24,454.0847226577752,True
22,568.3079401917714,True
21,208.15812437523843,True
20,188.3941420984683,True
25,500.1650555891249,True
106,459.2045799582919,True
108,882.1549626253695,True
107,526.9184628589902,True
105,709.0579812004547,True
109,672.7231414484748,True
103,442.8506567229846,True
102,232.3780654309768,True
101,589.5929985044322,True
100,560.9293828357859,True
104,294.4304025799363,True
69,704.2045715983504,True
67,358.0111759188462,True
66,261.6639645200029,True
65,553.5182447495288,True
64,815.5290416898209,True
63,515.3686498150068,True
61,496.50136957257223,True
60,212.1538561828955,True
62,558.9535568731102,True
68,184.01398136744746,True
39,688.5253549017394,True
38,895.8438053889256,True
37,851.1403382671663,True
36,696.0808283726222,True
30,665.4005310607531,True
34,519.1831584441428,True
33,358.3990252924067,True
32,461.9217016807307,True
31,298.370034780069,True
35,264.6651052663015,True
141,2127.6722625117536,True
142,1405.2862523021013,True
143,1629.1579716449323,True
144,1501.402218420936,True
145,1160.390263553403,True
146,1385.836601640393,True
147,1338.5116429445625,True
140,1290.3179474062806,True
149,1200.7140913300063,True
148,990.8419619627306,True
9,1943.8814278332115,True
8,1805.034686456294,True
7,1723.2316582219305,True
6,1493.8383198768204,True
5,1199.610871741656,True
4,1257.1076701319007,True
3,1060.9092655526758,True
2,916.2008415421353,True
1,746.8164258859616,True
0,764.9707092198961,True
