user_id,time,sat,channel,data_rate
64,0,STARLINK-6186,18,223.3181288055333
64,1,STARLINK-6186,18,106.53082442794295
64,2,STARLINK-6186,18,142.19175172346954
64,3,STARLINK-6186,18,75.922034088522
64,4,STARLINK-6186,18,199.06512721732335
64,5,STARLINK-6186,18,184.92174221288488
64,6,STARLINK-34165,14,132.57724522907392
64,7,STARLINK-34165,14,193.30222075700192
64,8,STARLINK-34165,14,154.61990877027114
64,9,STARLINK-34165,14,117.16195305550916
64,10,STARLINK-34165,14,104.13570829717838
64,11,STARLINK-34165,14,131.05845646596333
66,0,STARLINK-6186,5,223.3181288055333
66,1,STARLINK-6186,5,106.53082442794295
66,2,STARLINK-6186,5,142.19160859315394
66,3,STARLINK-6186,5,75.922034088522
66,4,STARLINK-6186,5,199.06512721732335
66,5,STARLINK-6186,5,184.92139952338766
66,6,STARLINK-34165,18,132.5766492371986
66,7,STARLINK-34165,18,193.30222075700192
66,8,STARLINK-34165,18,154.61990877027114
66,9,STARLINK-34165,18,117.16195305550916
66,10,STARLINK-34165,18,104.13570829717838
67,0,STARLINK-2575,23,139.2070494432102
67,1,STARLINK-2575,23,229.34284927074907
67,2,STARLINK-2575,23,137.84462617534035
67,3,STARLINK-2575,23,221.84939389905236
67,4,STARLINK-2575,23,178.23652577151822
67,5,STARLINK-4158,20,230.77470387724748
67,6,STARLINK-4158,20,245.26433732702935
67,7,STARLINK-4158,20,253.6270181154059
67,8,STARLINK-4158,20,227.64999896762046
67,9,STARLINK-4158,20,159.13918305240844
67,10,STARLINK-34160,7,179.2182634904105
67,11,STARLINK-34160,7,156.20554618628245
67,12,STARLINK-34160,7,136.1140463466329
68,0,STARLINK-6186,1,223.3181288055333
68,1,STARLINK-6186,1,106.53082442794295
68,2,STARLINK-6186,1,142.19161862690248
68,3,STARLINK-6186,1,75.92158902640558
68,4,STARLINK-6186,1,199.06512721732335
68,5,STARLINK-6186,1,184.9214325177709
68,6,STARLINK-34165,13,132.5766492371986
68,7,STARLINK-34165,13,193.30222075700192
68,8,STARLINK-34165,13,154.61990877027114
68,9,STARLINK-34165,13,117.16195305550916
68,10,STARLINK-34165,13,104.13442858024924
68,11,STARLINK-34165,13,131.05845646596333
69,0,STARLINK-6186,10,223.3181288055333
69,1,STARLINK-6186,10,106.53082442794295
69,2,STARLINK-6186,10,142.19175172346954
69,3,STARLINK-6186,10,75.91962983761988
69,4,STARLINK-6186,10,199.06512721732335
69,5,STARLINK-6186,10,184.92174221288488
69,6,STARLINK-34165,19,132.57724522907392
69,7,STARLINK-34165,19,193.30222075700192
69,8,STARLINK-34165,19,154.61796189295865
69,9,STARLINK-34165,19,117.16195305550916
69,10,STARLINK-34165,19,104.13570829717838
70,0,STARLINK-6186,13,223.31642693356585
70,1,STARLINK-6186,13,106.53031300601427
70,2,STARLINK-6186,13,142.19175172346954
70,3,STARLINK-6186,13,75.922034088522
70,4,STARLINK-6186,13,199.06476996951844
