alpha,dp,ga,greedy,hungarian,mslb
0.0,21.43217857358514,17.041147414640427,22.086060827018677,22.177708019640495,18.136416009236193
0.25,19.36037712699196,14.600636152238994,21.12544070483126,19.72358440480884,17.13292245625607
0.5,17.045304786936025,13.301213251736902,19.76986383903336,17.81810361543885,14.521076702656472
0.75,14.33972885369227,12.100402962367403,17.40580588101296,15.875290873871231,12.310626701761723
1.0,11.991540160513603,14.644240230814859,14.487112065991862,13.28076441191567,11.561202351024344
