timestamp,prefix,trial,n_bg,min_dur,max_dur,mode,blocked,total,blocking_rate
2025-09-06T13:29:30,greedy_W3_users250_alpha1,0,500,1,10,stick_until_invisible,108,500,0.216
2025-09-06T13:29:30,greedy_W3_users250_alpha1,1,500,1,10,stick_until_invisible,100,500,0.2
2025-09-06T13:29:30,greedy_W3_users250_alpha1,2,500,1,10,stick_until_invisible,103,500,0.206
2025-09-06T13:29:30,greedy_W3_users250_alpha1,3,500,1,10,stick_until_invisible,107,500,0.214
2025-09-06T13:29:30,greedy_W3_users250_alpha1,4,500,1,10,stick_until_invisible,97,500,0.194
2025-09-06T13:29:30,greedy_W3_users250_alpha1,5,500,1,10,stick_until_invisible,109,500,0.218
2025-09-06T13:29:30,greedy_W3_users250_alpha1,6,500,1,10,stick_until_invisible,115,500,0.23
2025-09-06T13:29:31,greedy_W3_users250_alpha1,7,500,1,10,stick_until_invisible,108,500,0.216
2025-09-06T13:29:31,greedy_W3_users250_alpha1,8,500,1,10,stick_until_invisible,106,500,0.212
2025-09-06T13:29:31,greedy_W3_users250_alpha1,9,500,1,10,stick_until_invisible,105,500,0.21
2025-09-06T13:29:31,greedy_W3_users250_alpha1,10,500,1,10,stick_until_invisible,111,500,0.222
2025-09-06T13:29:31,greedy_W3_users250_alpha1,11,500,1,10,stick_until_invisible,106,500,0.212
2025-09-06T13:29:31,greedy_W3_users250_alpha1,12,500,1,10,stick_until_invisible,112,500,0.224
2025-09-06T13:29:31,greedy_W3_users250_alpha1,13,500,1,10,stick_until_invisible,116,500,0.232
2025-09-06T13:29:31,greedy_W3_users250_alpha1,14,500,1,10,stick_until_invisible,94,500,0.188
2025-09-06T13:29:32,greedy_W3_users250_alpha1,15,500,1,10,stick_until_invisible,95,500,0.19
2025-09-06T13:29:32,greedy_W3_users250_alpha1,16,500,1,10,stick_until_invisible,104,500,0.208
2025-09-06T13:29:32,greedy_W3_users250_alpha1,17,500,1,10,stick_until_invisible,93,500,0.186
2025-09-06T13:29:32,greedy_W3_users250_alpha1,18,500,1,10,stick_until_invisible,103,500,0.206
2025-09-06T13:29:32,greedy_W3_users250_alpha1,19,500,1,10,stick_until_invisible,91,500,0.182
2025-09-06T13:29:32,greedy_W3_users250_alpha1,20,500,1,10,stick_until_invisible,93,500,0.186
2025-09-06T13:29:32,greedy_W3_users250_alpha1,21,500,1,10,stick_until_invisible,108,500,0.216
2025-09-06T13:29:32,greedy_W3_users250_alpha1,22,500,1,10,stick_until_invisible,119,500,0.238
2025-09-06T13:29:33,greedy_W3_users250_alpha1,23,500,1,10,stick_until_invisible,92,500,0.184
2025-09-06T13:29:33,greedy_W3_users250_alpha1,24,500,1,10,stick_until_invisible,130,500,0.26
2025-09-06T13:29:33,greedy_W3_users250_alpha1,25,500,1,10,stick_until_invisible,98,500,0.196
2025-09-06T13:29:33,greedy_W3_users250_alpha1,26,500,1,10,stick_until_invisible,96,500,0.192
2025-09-06T13:29:33,greedy_W3_users250_alpha1,27,500,1,10,stick_until_invisible,128,500,0.256
2025-09-06T13:29:33,greedy_W3_users250_alpha1,28,500,1,10,stick_until_invisible,113,500,0.226
2025-09-06T13:29:33,greedy_W3_users250_alpha1,29,500,1,10,stick_until_invisible,95,500,0.19
2025-09-06T13:29:33,greedy_W3_users250_alpha1,30,500,1,10,stick_until_invisible,117,500,0.234
