timestamp,prefix,trial,n_bg,min_dur,max_dur,mode,blocked,total,blocking_rate
2025-09-13T16:56:40,hungarian_W3_users150_alpha0.5,0,500,1,10,stick_until_invisible,77,500,0.154
2025-09-13T16:56:40,hungarian_W3_users150_alpha0.5,1,500,1,10,stick_until_invisible,71,500,0.142
2025-09-13T16:56:40,hungarian_W3_users150_alpha0.5,2,500,1,10,stick_until_invisible,71,500,0.142
2025-09-13T16:56:41,hungarian_W3_users150_alpha0.5,3,500,1,10,stick_until_invisible,66,500,0.132
2025-09-13T16:56:41,hungarian_W3_users150_alpha0.5,4,500,1,10,stick_until_invisible,74,500,0.148
2025-09-13T16:56:41,hungarian_W3_users150_alpha0.5,5,500,1,10,stick_until_invisible,75,500,0.15
2025-09-13T16:56:41,hungarian_W3_users150_alpha0.5,6,500,1,10,stick_until_invisible,78,500,0.156
2025-09-13T16:56:41,hungarian_W3_users150_alpha0.5,7,500,1,10,stick_until_invisible,81,500,0.162
2025-09-13T16:56:41,hungarian_W3_users150_alpha0.5,8,500,1,10,stick_until_invisible,75,500,0.15
2025-09-13T16:56:41,hungarian_W3_users150_alpha0.5,9,500,1,10,stick_until_invisible,75,500,0.15
