alpha,dp,ga,greedy,hungarian,mslb
0.0,114.00746469070135,107.76229636584522,105.94068440071705,110.56540118452858,103.8716465838737
0.25,113.68961674921664,103.3341136589882,107.56446154832584,109.31365606360768,105.0439849709632
0.5,113.10325572776348,102.28440198301996,108.93896098892156,108.97105125879575,101.97501839230137
0.75,109.13583405311118,99.80522270304124,105.98334551204488,107.50083403313052,99.40778981282423
1.0,107.14883238258466,100.1456279237147,105.43834375977713,106.79016192913105,98.04022485331755
