users,dp,ga,greedy,hungarian,mslb
100,105.54436518468717,99.36254438013184,89.57420810096566,99.87234860418812,93.0843208929909
150,72.75873712816004,61.37588981498394,62.46983392199463,61.92771265146252,62.694088034470695
200,65.49516216112545,56.41495899136324,52.4731054263605,52.05619163505396,53.58036560439155
250,52.585318646383534,44.51888279995884,40.11875491682279,42.72715821486875,48.947161225242894
300,39.00355624412345,35.71053681606645,33.81512243019531,35.75487755774108,34.414465981705064
