id,blocked,t_start,t_end,prefix,trial,mode,timestamp
BG0,False,7,8,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG1,False,15,19,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG2,False,5,15,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG3,False,32,33,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG4,False,34,38,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG5,False,37,39,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG6,False,27,33,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG7,False,21,23,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG8,False,24,26,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG9,False,38,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG10,False,29,38,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG11,False,36,38,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG12,False,2,6,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG13,True,6,13,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG14,False,10,16,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG15,True,10,19,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG16,False,35,37,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG17,False,20,21,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG18,False,2,8,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG19,False,36,39,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG20,False,31,38,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG21,False,16,19,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG22,False,35,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG23,False,8,17,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG24,False,27,37,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG25,False,35,36,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG26,True,7,16,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG27,False,27,30,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG28,False,16,25,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG29,False,19,28,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG30,False,34,39,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG31,False,7,13,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG32,False,3,7,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG33,False,31,33,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG34,True,8,16,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG35,False,34,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG36,False,23,31,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG37,False,14,16,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG38,False,37,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG39,False,4,5,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG40,False,4,5,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG41,False,4,13,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG42,False,36,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG43,False,12,14,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG44,False,27,33,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG45,False,29,30,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG46,False,3,10,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG47,True,12,16,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG48,False,27,30,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG49,False,15,17,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG50,False,6,7,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG51,False,34,35,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG52,False,15,18,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG53,True,13,20,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG54,False,29,34,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG55,False,35,39,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG56,False,13,14,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG57,False,20,21,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG58,False,37,39,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG59,False,32,34,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG60,False,4,14,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG61,False,39,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG62,False,37,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG63,False,20,24,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG64,True,8,13,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG65,False,4,5,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG66,False,39,40,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG67,False,34,36,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG68,True,8,14,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG69,False,23,28,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG70,False,28,37,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG71,False,35,38,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG72,True,8,13,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG73,False,35,37,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG74,False,38,39,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG75,False,13,18,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG76,False,3,5,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG77,False,2,3,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG78,False,8,13,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG79,False,35,36,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG80,False,4,7,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG81,False,23,33,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
BG82,False,23,24,ga_W2_users200_alpha1,0,stick_until_invisible,2025-09-14T20:01:33
