timestamp,method,W,alpha,elapsed_sec,num_users,num_time_slots
2025-09-13T05:17:27,hungarian,3,0.25,406.396717,150,40
2025-09-13T05:17:33,hungarian,3,0.5,726.282638,300,40
2025-09-13T05:18:13,hungarian,3,0.25,627.468822,250,40
2025-09-13T05:19:03,hungarian,3,0.25,687.749101,300,40
2025-09-13T05:22:07,hungarian,3,0.0,424.905804,300,40
2025-09-13T16:49:30,hungarian,3,0.0,206.483354,100,40
2025-09-13T16:50:09,hungarian,3,0.0,255.570586,150,40
2025-09-13T16:50:50,hungarian,3,0.0,305.945653,200,40
2025-09-13T16:51:54,hungarian,3,0.0,375.402225,250,40
2025-09-13T17:54:27,mslb,3,0.0,1984.859199,100,40
