timestamp,prefix,trial,n_bg,min_dur,max_dur,mode,blocked,total,blocking_rate
2025-09-05T15:00:52,ga_W3_alpha0,0,500,1,10,stick_until_invisible,35,500,0.07
2025-09-05T15:00:52,ga_W3_alpha0,1,500,1,10,stick_until_invisible,24,500,0.048
2025-09-05T15:00:53,ga_W3_alpha0,2,500,1,10,stick_until_invisible,31,500,0.062
2025-09-05T15:00:53,ga_W3_alpha0,3,500,1,10,stick_until_invisible,20,500,0.04
2025-09-05T15:00:53,ga_W3_alpha0,4,500,1,10,stick_until_invisible,17,500,0.034
2025-09-05T15:00:53,ga_W3_alpha0,5,500,1,10,stick_until_invisible,31,500,0.062
2025-09-05T15:00:54,ga_W3_alpha0,6,500,1,10,stick_until_invisible,31,500,0.062
2025-09-05T15:00:54,ga_W3_alpha0,7,500,1,10,stick_until_invisible,31,500,0.062
2025-09-05T15:00:54,ga_W3_alpha0,8,500,1,10,stick_until_invisible,35,500,0.07
2025-09-05T15:00:54,ga_W3_alpha0,9,500,1,10,stick_until_invisible,29,500,0.058
2025-09-05T15:00:55,ga_W3_alpha0,10,500,1,10,stick_until_invisible,28,500,0.056
2025-09-05T15:00:55,ga_W3_alpha0,11,500,1,10,stick_until_invisible,33,500,0.066
2025-09-05T15:00:55,ga_W3_alpha0,12,500,1,10,stick_until_invisible,29,500,0.058
2025-09-05T15:00:55,ga_W3_alpha0,13,500,1,10,stick_until_invisible,21,500,0.042
2025-09-05T15:00:55,ga_W3_alpha0,14,500,1,10,stick_until_invisible,22,500,0.044
2025-09-05T15:00:56,ga_W3_alpha0,15,500,1,10,stick_until_invisible,28,500,0.056
2025-09-05T15:00:56,ga_W3_alpha0,16,500,1,10,stick_until_invisible,39,500,0.078
2025-09-05T15:00:56,ga_W3_alpha0,17,500,1,10,stick_until_invisible,23,500,0.046
2025-09-05T15:00:56,ga_W3_alpha0,18,500,1,10,stick_until_invisible,33,500,0.066
2025-09-05T15:00:56,ga_W3_alpha0,19,500,1,10,stick_until_invisible,23,500,0.046
2025-09-05T15:00:57,ga_W3_alpha0,20,500,1,10,stick_until_invisible,21,500,0.042
