user_id,success,reward
82,True,1764.8051010506742
84,True,1601.070651517562
80,True,1694.2102439885489
81,True,1658.9127049271117
83,True,2412.8242091371885
85,True,2337.596764704295
86,True,2182.187042161013
88,True,1418.1599765271312
89,True,2135.0708272950387
87,True,1387.317063364222
66,True,2096.666122136896
65,True,1857.056172987042
69,True,1968.3232229605433
67,True,1933.3921084516655
68,True,1699.6817475235707
71,True,1455.7705612290526
72,True,1689.7780227054284
70,True,1651.5517614945225
73,True,1495.825717912495
74,True,1357.8196917926837
45,True,1444.1799786403603
46,True,1337.9369951051037
47,True,1211.0601506920696
48,True,1268.2742994276343
49,True,1143.8389510437698
30,True,1779.8833195908514
31,True,1476.4374050347003
32,True,1413.8229103052984
33,True,1502.874099476127
34,True,1396.711114982241
63,True,1646.6665088501095
61,True,1407.1335014218835
64,True,1357.9518154121895
60,True,1320.0786453021897
62,True,1266.7557680668347
75,True,1461.7612107572293
76,True,1364.9877860793788
79,True,1145.6850535066392
78,True,1282.1085770015352
77,True,1235.7424299322074
37,True,1438.0892845391486
38,True,1275.8174827133007
39,True,947.0640108563192
35,True,848.9699747914026
36,True,844.0800986413889
58,True,782.0978217279832
59,True,1467.773099536869
55,True,1205.0173548335922
57,True,1370.9257452214174
56,True,1330.9353719519136
94,True,1410.6468997801103
93,True,1388.3662781117473
92,True,1198.0200710011918
90,True,1352.9680028826278
91,True,1171.6245066549134
96,True,1336.36821324256
95,True,905.0851530048393
97,True,841.3215356455867
99,True,1153.8303340687767
98,True,690.8253966284205
19,True,1099.997031868099
17,True,1113.0144598016009
18,True,1059.8245633060517
15,True,1499.1688529599915
16,True,1423.6984907906894
29,True,1719.0385108035348
28,True,1772.1692343234154
27,True,1615.2569780462754
26,True,1714.6495565907796
25,True,1322.7857169585957
14,True,1390.4165837548167
12,True,1300.288095927091
11,True,1272.996361553794
10,True,1749.3479815099463
13,True,1187.1361273375614
54,True,1714.8778878935357
53,True,1554.6993966200762
52,True,1491.3143761096994
51,True,1272.3027626377236
50,True,1215.9514596580996
40,True,925.1268812544558
41,True,880.0510231398815
42,True,1367.7012974289066
43,True,801.2421644937277
44,True,776.012786502599
22,True,1500.7798335798652
21,True,1349.538018020071
23,True,1318.9002229398175
20,True,1346.8870125392293
24,True,1301.4256044318508
9,True,1241.9671448827112
8,True,1104.472759509576
7,True,1168.622669976397
6,True,1072.6346706391018
5,True,1079.4840643949346
4,True,1263.864342848835
3,True,1230.431112043706
2,True,878.8523515770781
1,True,1073.113215104511
0,True,1051.0264072400796
