user_id,success,reward
82,True,1764.8051010506742
84,True,1568.3957402621013
80,True,1623.6181504890264
81,True,1553.024659931764
83,True,2331.1748763514697
85,True,2204.713417678804
86,True,2009.111480254559
88,True,1294.8417176986848
89,True,1949.8279275479342
87,True,1233.1759984852945
66,True,2010.0139076647647
65,True,1742.4036161805138
69,True,1866.5776996875575
67,True,1753.0482651330665
68,True,1544.914628068243
71,True,1369.6462332172214
72,True,1470.580805828205
70,True,1394.181750882042
73,True,1216.3006763085389
74,True,1251.7803176066761
45,True,1308.9341252981035
46,True,1224.8632137145833
47,True,1078.7925106037294
48,True,1129.9790887076467
49,True,1016.0522907144283
30,True,1520.9806951833402
31,True,1280.9676633468018
32,True,1198.6364625176234
33,True,1233.5354182158958
34,True,1138.2709908967684
63,True,1339.4873582637067
61,True,1083.312619282734
64,True,1002.7561532404312
60,True,931.7643705105374
62,True,848.4421494966564
75,True,1399.0721751128724
76,True,1226.7241108499309
79,True,1006.5963282894736
78,True,1070.8482947364537
77,True,1151.3839953893114
37,True,1367.0824414681606
38,True,1183.3364102375333
39,True,865.1363544844306
35,True,762.778494234682
36,True,709.860528713885
58,True,657.4275164099346
59,True,1298.386118816263
55,True,1115.0900187613584
57,True,1292.8403023078756
56,True,1232.5685726345507
94,True,1333.2865355939498
93,True,1275.781311703249
92,True,1096.277612046145
90,True,1265.5674986220413
91,True,1051.3840790399256
96,True,1265.8683157813412
95,True,824.6231637814873
97,True,627.8534130809545
99,True,1094.6461615578817
98,True,583.9918609065436
19,True,1061.3532721548283
17,True,1048.2714035239808
18,True,974.3674886130357
15,True,1403.227487989999
16,True,1298.5525145314284
29,True,1537.1225146572124
28,True,1599.666964449417
27,True,1515.1737819838502
26,True,1612.1625498880717
25,True,1190.9314867272865
14,True,1263.6274304927997
12,True,1226.0795798444462
11,True,1125.6240852562817
10,True,1618.6379693508547
13,True,1078.0406532818415
54,True,1641.3955212825392
53,True,1404.4776619370016
52,True,1376.592539504331
51,True,1247.7705258259882
50,True,1129.6925861014045
40,True,1091.4772773778345
41,True,867.8280515940326
42,True,1318.4632158565082
43,True,770.1428415813198
44,True,727.1792469630948
22,True,1379.3224347494372
21,True,1191.7262727789835
23,True,1130.5108179138072
20,True,1216.2248519589202
24,True,1122.4697182708173
9,True,1087.2666325451041
8,True,946.7265765518915
7,True,1050.8581222246673
6,True,869.7070784015161
5,True,934.4118985897228
4,True,1138.4815575480775
3,True,1022.661799568663
2,True,709.0760254548744
1,True,996.1208235550416
0,True,952.7401242052482
