alpha,dp,ga,greedy,hungarian,mslb
0.0,110.05380456837506,98.63580648575146,93.62091429203994,73.9652256956619,98.83027308161672
0.25,109.30033137655744,98.56294814297,91.15047894114954,105.47497161041116,98.2918773758188
0.5,108.10619582665744,94.0795188512318,91.46793412186376,105.47497161041116,97.61862641571514
0.75,106.84893896788569,91.86669849780964,91.37857622931544,105.79671229050504,95.46921941976083
1.0,105.54436518468717,99.36254438013184,89.57420810096566,105.47497161041116,93.0843208929909
